,IAGA,GEOLON,GEOLAT,AACGMLON,AACGMLAT,STATION-NAME,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
289,HLL,339.44,63.77,67.4,64.41,Hella,0.0,0.0,0.0,23.0,94.0,100.0,96.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290,KVI,17.63,59.5,96.02,56.44,Kvistaberg,0.0,60.0,31.0,96.0,93.0,96.0,94.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291,LAN,357.23,54.01,77.12,51.1,Lancaster,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292,S01,13.36,64.37,94.84,61.87,Nordli,0.0,73.0,45.0,69.0,96.0,96.0,83.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293,OUL,25.85,65.1,105.42,62.11,Oulu,0.0,68.0,68.0,86.0,38.0,81.0,80.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
294,YOR,358.95,53.95,78.49,50.9,York,0.0,0.0,0.0,0.0,16.0,98.0,99.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295,PUT,290.5,-18.33,2.23,-5.15,Putre,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,86.0,55.0,29.0,78.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
296,ANT,289.76,-23.39,1.35,-9.83,Antofagasta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,97.0,69.0,0.0,0.0,41.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297,SER,288.87,-30.0,0.65,-16.22,La Serena,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,26.0,3.0,0.0,0.0,95.0,100.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
298,CER,289.4,-33.45,1.15,-19.71,Los Cerrillos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,97.0,99.0,100.0,100.0,83.0,31.0,56.0,53.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
299,VLD,286.86,-39.48,-0.16,-25.61,Valdivia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,98.0,99.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,OSO,286.91,-40.34,-0.03,-26.48,Osorno,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,99.0,99.0,98.0,23.0,0.0,10.0,93.0,96.0,97.0,83.0,19.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
301,PNT,289.1,-53.2,3.24,-39.23,Puerto Natales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,95.0,87.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
302,ESC,301.08,-62.18,12.07,-48.41,Escudero,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,88.0,42.0,86.0,13.0,92.0,74.0,66.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
303,OHI,302.1,-63.32,12.87,-49.52,OHiggins,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,51.0,54.0,53.0,70.0,0.0,0.0,77.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
304,PAC,289.91,-40.34,1.97,-26.64,Punta Arenas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,94.0,86.0,90.0,95.0,38.0,0.0,0.0,0.0,85.0,80.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305,ENP,289.1,-52.13,3.05,-38.19,San Gregorio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306,FSJ,238.15,56.25,-63.01,61.84,Fort St. John,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,75.0,94.0,90.0,90.0,96.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
307,EDM,246.7,53.3,-51.63,60.53,Edmonton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,81.0,30.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
308,FVE,243.98,58.37,-56.85,65.11,Fort Vermilion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,LET,247.13,49.64,-50.07,56.88,Lethbridge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,57.0,90.0,97.0,98.0,92.0,95.0,98.0,70.0,84.0,65.0,97.0,96.0,52.0,0.0,53.0,89.0,95.0,55.0,0.0
310,RED,246.16,52.14,-51.96,59.25,Red Deer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,98.0,74.0,81.0,41.0,95.0,49.0,80.0,98.0,87.0,99.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311,ROT,245.87,51.07,-52.01,58.1,Rothney,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,48.0,60.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312,SAS,253.6,52.8,-42.49,61.22,Saskatoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,VLO,282.24,48.19,-0.38,58.0,Val-dOr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,74.0,58.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
314,MCM,166.67,-77.85,-31.25,-79.96,McMurdo Station,99.0,96.0,90.0,97.0,93.0,98.0,99.0,98.0,98.0,100.0,100.0,92.0,98.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,19.0
315,SPA,0.0,-90.0,19.56,-74.19,South Pole Station,90.0,84.0,95.0,95.0,98.0,99.0,98.0,93.0,73.0,99.0,81.0,83.0,100.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,99.0,35.0
316,ELT,34.95,29.67,107.23,22.59,Eilat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,87.0,56.0,51.0,98.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
317,GZH,113.34,23.09,-173.79,16.29,Guangzhou,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,98.0,93.0,98.0,97.0,74.0,89.0,83.0,74.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
318,MLT,30.89,29.52,103.13,21.81,Misallat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
319,PAL,295.95,-64.77,9.72,-50.55,Palmer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,81.0,82.0,61.0,95.0,93.0,97.0,48.0,96.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320,NOK,88.1,69.4,162.74,65.41,NOK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,84.0,0.0,0.0,96.0,89.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321,HLM,210.13,61.24,-93.38,61.32,HLMS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,77.0,97.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
322,HOM,209.53,59.7,-93.12,59.6,Homer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,88.0,56.0,90.0,66.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
323,TRP,150.24,62.67,-140.57,57.23,Trapper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,29.0,75.0,55.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
324,BGY,35.09,31.72,107.42,24.99,Bar Gyora,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,100.0,97.0,92.0,97.0,96.0,98.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325,ESA,141.36,39.24,-145.89,32.24,Esashi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,92.0,100.0,100.0,100.0,100.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326,GCK,20.77,44.63,94.75,39.04,Grocka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,91.0,100.0,92.0,94.0,97.0,94.0,99.0,61.0,84.0,64.0,69.0,96.0,93.0,98.0,99.0,98.0,85.0,98.0,40.0
327,KNZ,48.85,55.83,122.98,52.27,Zaymishche,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
328,MIZ,141.2,39.11,-146.04,32.11,Mizusawa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,98.0,99.0,87.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
329,SFS,354.06,36.67,70.52,27.11,San Fernando,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,99.0,97.0,98.0,99.0,99.0,99.0,98.0,95.0,89.0,98.0,99.0,98.0,99.0,98.0,99.0,30.0,93.0,85.0,0.0
330,SHU,199.54,55.35,-99.73,53.26,Shumagin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,99.0,99.0,96.0,100.0,100.0,96.0,98.0,99.0,95.0,92.0,97.0,98.0,92.0,99.0,93.0,82.0,34.0,71.0,39.0
331,BFO,8.33,48.33,84.57,43.41,Black Forest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,99.0,99.0,96.0,95.0,93.0,97.0,7.0,0.0,0.0,49.0,80.0,95.0,96.0,98.0,100.0,90.0,99.0,41.0
332,MSK,34.52,52.69,108.92,48.82,MSK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,B11,336.58,-77.51,30.69,-63.96,m78-337,0.0,0.0,0.0,0.0,0.0,0.0,4.0,93.0,96.0,100.0,100.0,10.0,93.0,40.0,94.0,100.0,100.0,100.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
334,B12,335.88,-79.08,29.67,-65.15,m79-336,0.0,0.0,0.0,0.0,0.0,0.0,5.0,93.0,96.0,100.0,83.0,10.0,95.0,100.0,100.0,100.0,100.0,100.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
335,B14,337.74,-80.89,29.35,-66.7,m81-338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,93.0,0.0,99.0,8.0,95.0,4.0,93.0,100.0,100.0,100.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
336,B15,2.97,-81.49,37.07,-68.93,m82-003,0.0,0.0,0.0,0.0,0.0,0.0,4.0,68.0,94.0,100.0,100.0,4.0,94.0,83.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
337,B17,347.76,-82.9,30.79,-68.84,m83-348,0.0,0.0,0.0,0.0,0.0,0.0,5.0,100.0,100.0,100.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338,B18,336.14,-84.35,26.33,-69.45,m84-336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,97.0,100.0,100.0,100.0,98.0,0.0,0.0,100.0,100.0,100.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339,B19,2.06,-85.36,30.41,-71.39,m85-002,0.0,0.0,0.0,0.0,0.0,0.0,4.0,23.0,96.0,98.0,97.0,4.0,80.0,38.0,92.0,28.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
340,B20,95.98,-85.36,30.38,-77.78,m85-096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,100.0,92.0,97.0,3.0,100.0,37.0,1.0,2.0,100.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
341,B21,28.41,-87.0,29.34,-73.53,m87-028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,100.0,100.0,21.0,4.0,100.0,23.0,0.0,92.0,100.0,100.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
342,B22,68.17,-86.51,31.0,-75.62,m87-069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,100.0,100.0,98.0,3.0,58.0,99.0,32.0,100.0,100.0,77.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
343,B23,316.13,-88.03,20.41,-72.34,m88-316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,95.0,99.0,0.0,5.0,64.0,100.0,100.0,100.0,100.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
344,B03,291.88,-67.57,8.27,-53.14,m67-292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,79.0,1.0,0.0,0.0,85.0,96.0,0.0,82.0,92.0,99.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
345,M01,263.55,46.87,-27.71,56.59,Glyndon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,68.0,0.0,99.0,92.0,91.0,65.0,42.0,84.0,52.0,16.0,46.0,16.0,49.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0
346,M02,266.75,45.56,-23.05,55.55,Cambridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,M03,264.4,43.6,-26.26,53.38,Worthington,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
348,M04,263.84,41.36,-26.89,51.07,Bennington,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,86.0,82.0,90.0,100.0,100.0,86.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,M05,263.7,38.5,-26.91,48.18,Americus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,15.0,60.0,46.0,54.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,M06,262.6,35.0,-28.16,44.52,Purcell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,94.0,63.0,43.0,84.0,48.0,0.0,36.0,16.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
351,M07,263.25,32.98,-27.21,42.57,Richardson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,33.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
352,M08,261.39,29.44,-29.35,38.74,San Antonio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,96.0,78.0,38.0,99.0,91.0,97.0,81.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
353,M09,262.2,26.4,-28.17,35.8,Lyford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,19.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
354,M10,260.4,24.8,-30.22,33.87,Linares,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,65.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
355,M11,256.9,20.7,-33.86,29.01,Juriquilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,B01,296.52,-64.82,10.05,-50.62,m65-297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,B02,294.0,-66.03,8.97,-51.69,m66-294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
358,B04,41.08,-68.58,74.03,-66.63,m68-041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
359,B05,41.32,-69.29,73.07,-67.09,m69-041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,17.0,4.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360,B06,39.4,-69.67,71.31,-66.95,m70-039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
361,B07,44.28,-70.7,72.51,-68.45,m70-044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,100.0,100.0,67.0,9.0,20.0,100.0,97.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
362,B08,159.03,-72.77,-65.2,-80.61,m73-159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
363,B09,42.99,-74.01,65.58,-69.97,m74-043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,100.0,65.0,100.0,13.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
364,B10,39.71,-77.32,57.15,-71.02,m77-040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,52.0,89.0,0.0,6.0,76.0,81.0,96.0,100.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
365,B24,77.77,-71.67,90.77,-76.46,m72-078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
366,B13,77.0,-80.0,56.17,-77.91,m80-077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,66.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
367,B16,347.06,-82.78,30.73,-68.71,m83-347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,100.0,7.0,72.0,76.0,100.0,100.0,8.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
368,B27,3.0,-81.0,37.78,-68.61,m81-003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
369,KTB,100.32,-0.2,172.96,-9.01,Kototabang,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,74.0,48.0,84.0,85.0,91.0,44.0,85.0,99.0,41.0,62.0,58.0,90.0,57.0,33.0,90.0,72.0,75.0,47.0,6.0,13.0
370,JCO,211.2,70.36,-99.27,70.86,Jim Carrigan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,100.0,99.0,99.0,100.0,98.0,98.0,99.0,41.0,0.0
371,SBL,299.99,43.93,22.7,50.53,Sable Carrigan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,9.0,100.0,61.0,99.0,100.0,97.0,100.0,100.0,100.0,89.0,38.0
372,C02,265.79,57.71,-25.6,67.48,Back Lake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,71.0,70.0,64.0,39.0,48.0,5.0,0.0,0.0,0.0
373,C13,239.97,51.88,-59.3,57.77,Wells Gray,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,68.0,61.0,91.0,87.0,57.0,7.0,0.0,29.0,34.0,22.0
374,T03,247.02,50.37,-50.4,57.6,Vulcan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,92.0,74.0,99.0,90.0,70.0,70.0,60.0,0.0,0.0,44.0,43.0,10.0,85.0,91.0,22.0
375,C03,248.89,58.77,-50.65,66.39,Fort Chipewyan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,38.0,36.0,11.0,0.0,0.0,31.0,71.0,23.0
376,C04,251.74,50.06,-44.33,58.14,Gull Lake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,99.0,77.0,70.0,32.0,53.0,58.0,44.0,77.0,82.0,48.0,43.0,13.0,83.0,81.0,23.0
377,C05,264.54,52.03,-26.78,61.84,Little Grand Rapids,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,19.0,28.0,39.0,0.0,0.0,9.0,13.0,37.0,25.0,0.0,0.0,0.0,8.0,47.0,12.0
378,C06,247.03,53.35,-51.24,60.64,Ministik Lake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,99.0,95.0,97.0,89.0,68.0,76.0,49.0,67.0,83.0,71.0,54.0,50.0,96.0,72.0,22.0
379,C07,233.31,65.26,-73.47,69.85,Norman Wells,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,56.0,65.0,74.0,67.0,49.0,52.0,63.0,37.0,0.0,11.0,40.0,43.0,57.0,0.0,0.0
380,C10,245.79,47.66,-51.2,54.6,Polson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,99.0,48.0,80.0,89.0,41.0,39.0,59.0,83.0,45.0,42.0,47.0,9.0,0.0,0.0,0.0
381,C08,264.92,45.87,-25.69,55.72,Osakis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,68.0,42.0,29.0,41.0,40.0,63.0,28.0,0.0,5.0,4.0,9.0,0.0,0.0,0.0,0.0
382,C09,264.71,54.93,-26.87,64.7,Oxford House,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,83.0,22.0
383,C11,263.64,48.03,-27.69,57.76,Thief River Falls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,84.0,62.0,98.0,72.0,32.0,40.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
384,C12,256.2,49.69,-38.32,58.49,Weyburn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,57.0,52.0,99.0,90.0,49.0,44.0,50.0,35.0,0.0,0.0,18.0,14.0,0.0,0.0,0.0
